left,right,match,match_confidence,gold,left_id,right_id,source,left_kv,right_kv,left_count,right_kv_distinct
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-346,1,0.9999408225866997,1,BOEING 777,B-777-346,reg,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-346']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL 2H6 COL cert VAL T00001SE,1,0.9999824464584004,1,BOEING 777,2845,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: 2H6', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-200LR BBJ COL code VAL B77L,1,0.9999720481888984,1,BOEING 777,B77L 777-200LR BBJ,doc8643_description,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-200LR BBJ', 'code: B77L']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 222 COL cert VAL T00001SE,1,0.9999873295040752,1,BOEING 777,B-777-222,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 222', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL 323ER COL cert VAL T00001SE,1,0.9999860463794925,1,BOEING 777,10262,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: 323ER', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-2H6,1,0.9999800913917608,1,BOEING 777,B-777-2H6,reg,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-2H6']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL F1H COL cert VAL T00001SE,1,0.9998466491885046,1,BOEING 777,2879,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: F1H', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL 232 COL cert VAL T00001SE,1,0.9999869534216486,1,BOEING 777,2820,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: 232', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-223,1,0.999979618397979,1,BOEING 777,B-777-223,reg,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-223']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL 232LR COL cert VAL T00001SE,1,0.9999843408544712,1,BOEING 777,2821,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: 232LR', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-232,1,0.9999774149167733,1,BOEING 777,B-777-232,reg,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-232']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL F28 COL cert VAL T00001SE,1,0.999981141736805,1,BOEING 777,B-777-F28,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: F28', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 24Q COL cert VAL T00001SE,1,0.9999705493465042,1,BOEING 777,B-777-24Q,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 24Q', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 268 COL cert VAL T00001SE,1,0.9999854138241764,1,BOEING 777,B-777-268,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 268', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 236 COL cert VAL T00001SE,1,0.9999846809213614,1,BOEING 777,B-777-236,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 236', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 323ER COL cert VAL T00001SE,1,0.9999856464963105,1,BOEING 777,B-777-323ER,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 323ER', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL 346 COL cert VAL T00001SE,1,0.9999532695753406,1,BOEING 777,2863,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: 346', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 289 COL cert VAL T00001SE,1,0.9999856775557933,1,BOEING 777,B-777-289,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 289', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL FHT COL cert VAL T00001SE,1,0.9999862416973964,1,BOEING 777,9866,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: FHT', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 21H COL cert VAL T00001SE,1,0.9999642640080829,1,BOEING 777,B-777-21H,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 21H', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 200 COL cert VAL T00001SE,1,0.999987630452015,1,BOEING 777,B-777-200,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 200', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-200 COL code VAL B772,1,0.9999813549047522,1,BOEING 777,B772 777-200,doc8643_description,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-200', 'code: B772']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-312,1,0.9999787931203822,1,BOEING 777,B-777-312,reg,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-312']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 2D7 COL cert VAL T00001SE,1,0.999970373174943,1,BOEING 777,B-777-2D7,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 2D7', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-300ER,1,0.9999736046150299,1,BOEING 777,B77W 777-300ER,doc8643_description,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-300ER']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-212,1,0.9999807175343675,1,BOEING 777,B-777-212,reg,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-212']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL B COL model VAL 777 COL series VAL 212 COL cert VAL T00001SE,1,0.9999876050933431,1,BOEING 777,B-777-212,faa,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: B', 'model: 777', 'series: 212', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL code VAL B77W,1,0.9999870486211501,1,BOEING 777,B77W,doc8643_code,"['make: BOEING', 'model: 777', 'cert: T00001SE']",['code: B77W'],101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL 268 COL cert VAL T00001SE,1,0.99998531063627,1,BOEING 777,2834,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: 268', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL make VAL BOEING COL model VAL 777 COL series VAL 224 COL cert VAL T00001SE,1,0.9999795082531489,1,BOEING 777,2818,cictt,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['make: BOEING', 'model: 777', 'series: 224', 'cert: T00001SE']",101,100
COL make VAL BOEING COL model VAL 777 COL cert VAL T00001SE,COL mfr VAL BOEING COL model VAL 777-236,1,0.9999751725099628,1,BOEING 777,B-777-236,reg,"['make: BOEING', 'model: 777', 'cert: T00001SE']","['mfr: BOEING', 'model: 777-236']",101,100
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-9 Dreamliner COL code VAL B789,1,0.9999774161444246,1,BOEING 787,B789 787-9 Dreamliner,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-9 Dreamliner', 'code: B789']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-8 BBJ,1,0.9999703254446208,1,BOEING 787,B788 787-8 BBJ,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-8 BBJ']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-10,1,0.9999191942262448,1,BOEING 787,B-787-10,reg,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-10']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL code VAL B788,1,0.9998961093874811,1,BOEING 787,B788,doc8643_code,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']",['code: B788'],22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-10 Dreamliner COL code VAL B78X,1,0.9999849162677132,1,BOEING 787,B78X 787-10 Dreamliner,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-10 Dreamliner', 'code: B78X']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-9 BBJ COL code VAL B789,1,0.9999150758597738,1,BOEING 787,B789 787-9 BBJ,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-9 BBJ', 'code: B789']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-8 Dreamliner COL code VAL B788,1,0.9999658032319501,1,BOEING 787,B788 787-8 Dreamliner,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-8 Dreamliner', 'code: B788']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-8 BBJ COL code VAL B788,1,0.9997580981230874,1,BOEING 787,B788 787-8 BBJ,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-8 BBJ', 'code: B788']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL code VAL B789,1,0.9995515298811255,1,BOEING 787,B789,doc8643_code,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']",['code: B789'],22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL make VAL BOEING COL model VAL 787 COL series VAL 9 COL name VAL DREAMLINER COL cert VAL T00021SE,1,0.9999863630248874,1,BOEING 787,10454,cictt,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['make: BOEING', 'model: 787', 'series: 9', 'name: DREAMLINER', 'cert: T00021SE']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-9 BBJ,1,0.9999778116273341,1,BOEING 787,B789 787-9 BBJ,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-9 BBJ']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL make VAL B COL model VAL 787 COL series VAL 10 COL cert VAL T00021SE,1,0.9999806340896802,1,BOEING 787,B-787-10,faa,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['make: B', 'model: 787', 'series: 10', 'cert: T00021SE']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL make VAL BOEING COL model VAL 787 COL series VAL 10 COL name VAL DREAMLINER COL cert VAL T00021SE,1,0.9999816238051258,1,BOEING 787,11727,cictt,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['make: BOEING', 'model: 787', 'series: 10', 'name: DREAMLINER', 'cert: T00021SE']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL make VAL BOEING COL model VAL 787 COL series VAL 8 COL name VAL DREAMLINER COL cert VAL T00021SE,1,0.9999826974304036,1,BOEING 787,2884,cictt,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['make: BOEING', 'model: 787', 'series: 8', 'name: DREAMLINER', 'cert: T00021SE']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-9,1,0.9999615000986953,1,BOEING 787,B-787-9,reg,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-9']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-8 Dreamliner,1,0.9999864404121463,1,BOEING 787,B788 787-8 Dreamliner,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-8 Dreamliner']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL make VAL B COL model VAL 787 COL series VAL 9 COL name VAL DREAMLINER COL cert VAL T00021SE,1,0.999986244813224,1,BOEING 787,B-787-9,faa,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['make: B', 'model: 787', 'series: 9', 'name: DREAMLINER', 'cert: T00021SE']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-10 Dreamliner,1,0.9999854860753568,1,BOEING 787,B78X 787-10 Dreamliner,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-10 Dreamliner']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-9 Dreamliner,1,0.9999879135313932,1,BOEING 787,B789 787-9 Dreamliner,doc8643_description,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-9 Dreamliner']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL mfr VAL BOEING COL model VAL 787-8,1,0.9999433363121204,1,BOEING 787,B-787-8,reg,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['mfr: BOEING', 'model: 787-8']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL make VAL B COL model VAL 787 COL series VAL 8 COL name VAL DREAMLINER COL cert VAL T00021SE,1,0.9999843029822151,1,BOEING 787,B-787-8,faa,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']","['make: B', 'model: 787', 'series: 8', 'name: DREAMLINER', 'cert: T00021SE']",22,22
COL make VAL BOEING COL model VAL 787 COL name VAL DREAMLINER COL cert VAL T00021SE,COL code VAL B78X,1,0.999969313626259,1,BOEING 787,B78X,doc8643_code,"['make: BOEING', 'model: 787', 'name: DREAMLINER', 'cert: T00021SE']",['code: B78X'],22,22
COL make VAL BOEING COL model VAL A314 COL name VAL CLIPPER COL cert VAL TC 704,COL make VAL B COL model VAL 314 COL series VAL A314 COL cert VAL 704,1,0.999971066634608,1,BOEING A314,B-314-A314,faa,"['make: BOEING', 'model: A314', 'name: CLIPPER', 'cert: TC 704']","['make: B', 'model: 314', 'series: A314', 'cert: 704']",3,3
COL make VAL BOEING COL model VAL A314 COL name VAL CLIPPER COL cert VAL TC 704,COL mfr VAL BOEING COL model VAL 314,1,0.6856051873101915,1,BOEING A314,B-314-A314,reg,"['make: BOEING', 'model: A314', 'name: CLIPPER', 'cert: TC 704']","['mfr: BOEING', 'model: 314']",3,3
COL make VAL BOEING COL model VAL A314 COL name VAL CLIPPER COL cert VAL TC 704,COL make VAL BOEING COL model VAL A314 COL series VAL A314 COL name VAL CLIPPER COL cert VAL TC 704,1,0.9999847874011847,1,BOEING A314,2886,cictt,"['make: BOEING', 'model: A314', 'name: CLIPPER', 'cert: TC 704']","['make: BOEING', 'model: A314', 'series: A314', 'name: CLIPPER', 'cert: TC 704']",3,3
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL make VAL B COL model VAL 17 COL series VAL G COL cert VAL L13,1,0.9976932835795435,1,BOEING B17,B-17-G,faa,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['make: B', 'model: 17', 'series: G', 'cert: L13']",9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL mfr VAL BOEING COL model VAL B-17 Flying Fortress,1,0.999991124884283,1,BOEING B17,B17 B-17 Flying Fortress,doc8643_description,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['mfr: BOEING', 'model: B-17 Flying Fortress']",9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL mfr VAL BOEING COL model VAL B-17G,1,0.999928649093176,1,BOEING B17,B-17-G,reg,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['mfr: BOEING', 'model: B-17G']",9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL mfr VAL BOEING COL model VAL B-17 Flying Fortress COL code VAL B17,1,0.9999914261061378,1,BOEING B17,B17 B-17 Flying Fortress,doc8643_description,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['mfr: BOEING', 'model: B-17 Flying Fortress', 'code: B17']",9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL make VAL BOEING COL model VAL B17 COL series VAL G COL name VAL FLYING FORTRESS COL cert VAL LTC-1,1,0.9999895868101918,1,BOEING B17,2889,cictt,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['make: BOEING', 'model: B17', 'series: G', 'name: FLYING FORTRESS', 'cert: LTC-1']",9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL mfr VAL BOEING COL model VAL B-17F,1,0.9998077934798748,1,BOEING B17,B-17-F,reg,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['mfr: BOEING', 'model: B-17F']",9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL make VAL BOEING COL model VAL B17 COL series VAL F COL name VAL FLYING FORTRESS COL cert VAL LTC-1,1,0.9999819504003423,1,BOEING B17,2888,cictt,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['make: BOEING', 'model: B17', 'series: F', 'name: FLYING FORTRESS', 'cert: LTC-1']",9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL code VAL B17,1,0.999988068351132,1,BOEING B17,B17,doc8643_code,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']",['code: B17'],9,9
COL make VAL BOEING COL model VAL B17 COL name VAL FLYING FORTRESS COL cert VAL LTC-1,COL make VAL B COL model VAL 17 COL series VAL F COL cert VAL L13,1,0.5627451968830878,1,BOEING B17,B-17-F,faa,"['make: BOEING', 'model: B17', 'name: FLYING FORTRESS', 'cert: LTC-1']","['make: B', 'model: 17', 'series: F', 'cert: L13']",9,9
